### OUTPUT ###
ID#1 : time : 604, Operation : delete, fitness : -1.0
ID#2 : time : 291, Operation : delete, fitness : -1.0
ID#3 : time : 298, Operation : replace, fitness : -1.0
ID#4 : time : 31, Operation : delete, fitness : -1.0
ID#5 : time : 5, Operation : insert_after, fitness : -1.0
ID#6 : time : 3, Operation : insert_before, fitness : -1.0
ID#7 : time : 197, Operation : insert_after, fitness : -1.0
ID#8 : time : 138, Operation : delete, fitness : -1.0
ID#9 : time : 131, Operation : delete, fitness : -1.0
ID#10 : time : 147, Operation : delete, fitness : -1.0
ID#11 : time : 257, Operation : insert_before, fitness : -1.0
ID#12 : time : 885, Operation : delete, fitness : 0.939393939394
ID#13 : time : 121, Operation : insert_after, fitness : -1.0
ID#14 : time : 121, Operation : insert_after, fitness : -1.0
ID#15 : time : 1, Operation : insert_after, fitness : -1.0
ID#16 : time : 700, Operation : delete, fitness : 0.984848484848
ID#17 : time : 94, Operation : replace, fitness : -1.0
ID#18 : time : 13, Operation : delete, fitness : -1.0
ID#19 : time : 89, Operation : replace, fitness : -1.0
ID#20 : time : 81, Operation : replace, fitness : -1.0
ID#21 : time : 94, Operation : replace, fitness : -1.0
ID#22 : time : 542, Operation : delete, fitness : 0.969696969697
ID#23 : time : 89, Operation : replace, fitness : -1.0
ID#24 : time : 0, Operation : insert_after, fitness : -1.0
ID#25 : time : 412, Operation : delete, fitness : 0.969696969697
ID#26 : time : 105, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 129, Operation : insert_after, fitness : -1.0
ID#29 : time : 100, Operation : delete, fitness : -1.0
ID#30 : time : 123, Operation : replace, fitness : -1.0
ID#31 : time : 103, Operation : replace, fitness : -1.0
ID#32 : time : 122, Operation : replace, fitness : -1.0
ID#33 : time : 104, Operation : insert_before, fitness : -1.0
ID#34 : time : 0, Operation : insert_after, fitness : -1.0
ID#35 : time : 17, Operation : delete, fitness : -1.0
ID#36 : time : 18, Operation : delete, fitness : -1.0
ID#37 : time : 17, Operation : delete, fitness : -1.0
ID#38 : time : 15, Operation : delete, fitness : -1.0
ID#39 : time : 82, Operation : replace, fitness : -1.0
ID#40 : time : 96, Operation : replace, fitness : -1.0
ID#41 : time : 1, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
ID#44 : time : 95, Operation : delete, fitness : -1.0
ID#45 : time : 94, Operation : insert_after, fitness : -1.0
ID#46 : time : 17, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 0, Operation : insert_after, fitness : -1.0
ID#49 : time : 90, Operation : insert_before, fitness : -1.0
ID#50 : time : 92, Operation : replace, fitness : -1.0
ID#51 : time : 100, Operation : replace, fitness : -1.0
ID#52 : time : 97, Operation : insert_before, fitness : -1.0
ID#53 : time : 90, Operation : replace, fitness : -1.0
ID#54 : time : 94, Operation : replace, fitness : -1.0
ID#55 : time : 96, Operation : insert_before, fitness : -1.0
ID#56 : time : 96, Operation : replace, fitness : -1.0
ID#57 : time : 17, Operation : delete, fitness : -1.0
ID#58 : time : 91, Operation : insert_before, fitness : -1.0
ID#59 : time : 0, Operation : insert_after, fitness : -1.0
ID#60 : time : 90, Operation : insert_before, fitness : -1.0
ID#61 : time : 535, Operation : replace, fitness : 0.984848484848
ID#62 : time : 59, Operation : delete, fitness : -1.0
ID#63 : time : 103, Operation : insert_before, fitness : -1.0
ID#64 : time : 89, Operation : insert_before, fitness : -1.0
ID#65 : time : 16, Operation : delete, fitness : -1.0
