### OUTPUT ###
ID#1 : time : 365, Operation : delete, fitness : -1.0
ID#2 : time : 212, Operation : delete, fitness : -1.0
ID#3 : time : 218, Operation : replace, fitness : -1.0
ID#4 : time : 16, Operation : delete, fitness : -1.0
ID#5 : time : 4, Operation : insert_after, fitness : -1.0
ID#6 : time : 4, Operation : insert_before, fitness : -1.0
ID#7 : time : 159, Operation : insert_after, fitness : -1.0
ID#8 : time : 143, Operation : delete, fitness : -1.0
ID#9 : time : 139, Operation : delete, fitness : -1.0
ID#10 : time : 93, Operation : delete, fitness : -1.0
ID#11 : time : 165, Operation : insert_before, fitness : -1.0
ID#12 : time : 668, Operation : delete, fitness : 0.939393939394
ID#13 : time : 91, Operation : insert_after, fitness : -1.0
ID#14 : time : 98, Operation : insert_after, fitness : -1.0
ID#15 : time : 0, Operation : insert_after, fitness : -1.0
ID#16 : time : 554, Operation : delete, fitness : 0.984848484848
ID#17 : time : 79, Operation : replace, fitness : -1.0
ID#18 : time : 15, Operation : delete, fitness : -1.0
ID#19 : time : 75, Operation : replace, fitness : -1.0
ID#20 : time : 70, Operation : replace, fitness : -1.0
ID#21 : time : 97, Operation : replace, fitness : -1.0
ID#22 : time : 456, Operation : delete, fitness : 0.969696969697
ID#23 : time : 62, Operation : replace, fitness : -1.0
ID#24 : time : 0, Operation : insert_after, fitness : -1.0
ID#25 : time : 303, Operation : delete, fitness : 0.969696969697
ID#26 : time : 59, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 55, Operation : insert_after, fitness : -1.0
ID#29 : time : 53, Operation : delete, fitness : -1.0
ID#30 : time : 61, Operation : replace, fitness : -1.0
ID#31 : time : 61, Operation : replace, fitness : -1.0
ID#32 : time : 53, Operation : replace, fitness : -1.0
ID#33 : time : 63, Operation : insert_before, fitness : -1.0
ID#34 : time : 0, Operation : insert_after, fitness : -1.0
ID#35 : time : 11, Operation : delete, fitness : -1.0
ID#36 : time : 11, Operation : delete, fitness : -1.0
ID#37 : time : 12, Operation : delete, fitness : -1.0
ID#38 : time : 10, Operation : delete, fitness : -1.0
ID#39 : time : 60, Operation : replace, fitness : -1.0
ID#40 : time : 90, Operation : replace, fitness : -1.0
ID#41 : time : 0, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
ID#44 : time : 86, Operation : delete, fitness : -1.0
ID#45 : time : 77, Operation : insert_after, fitness : -1.0
ID#46 : time : 14, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 0, Operation : insert_after, fitness : -1.0
ID#49 : time : 80, Operation : insert_before, fitness : -1.0
ID#50 : time : 87, Operation : replace, fitness : -1.0
ID#51 : time : 74, Operation : replace, fitness : -1.0
ID#52 : time : 76, Operation : insert_before, fitness : -1.0
ID#53 : time : 79, Operation : replace, fitness : -1.0
ID#54 : time : 91, Operation : replace, fitness : -1.0
ID#55 : time : 149, Operation : insert_before, fitness : -1.0
ID#56 : time : 69, Operation : replace, fitness : -1.0
ID#57 : time : 10, Operation : delete, fitness : -1.0
ID#58 : time : 51, Operation : insert_before, fitness : -1.0
ID#59 : time : 0, Operation : insert_after, fitness : -1.0
ID#60 : time : 54, Operation : insert_before, fitness : -1.0
ID#61 : time : 344, Operation : replace, fitness : 0.984848484848
ID#62 : time : 44, Operation : delete, fitness : -1.0
ID#63 : time : 68, Operation : insert_before, fitness : -1.0
ID#64 : time : 65, Operation : insert_before, fitness : -1.0
ID#65 : time : 14, Operation : delete, fitness : -1.0
ID#66 : time : 14, Operation : delete, fitness : -1.0
ID#67 : time : 61, Operation : replace, fitness : -1.0
ID#68 : time : 0, Operation : insert_before, fitness : -1.0
ID#69 : time : 11, Operation : delete, fitness : -1.0
ID#70 : time : 60, Operation : replace, fitness : -1.0
ID#71 : time : 515, Operation : insert_before, fitness : -1.0
ID#72 : time : 690, Operation : insert_after, fitness : -1.0
ID#73 : time : 442, Operation : delete, fitness : -1.0
ID#74 : time : 582, Operation : replace, fitness : -1.0
ID#75 : time : 528, Operation : replace, fitness : -1.0
ID#76 : time : 522, Operation : delete, fitness : -1.0
ID#77 : time : 515, Operation : replace, fitness : -1.0
ID#78 : time : 618, Operation : insert_before, fitness : -1.0
ID#79 : time : 645, Operation : replace, fitness : 0.969696969697
ID#80 : time : 430, Operation : delete, fitness : -1.0
ID#81 : time : 769, Operation : replace, fitness : 0.969696969697
ID#82 : time : 448, Operation : replace, fitness : -1.0
ID#83 : time : 376, Operation : delete, fitness : -1.0
ID#84 : time : 319, Operation : insert_before, fitness : -1.0
ID#85 : time : 452, Operation : insert_after, fitness : -1.0
ID#86 : time : 451, Operation : replace, fitness : -1.0
