### OUTPUT ###
ID#1 : time : 546, Operation : delete, fitness : -1.0
ID#2 : time : 410, Operation : delete, fitness : -1.0
ID#3 : time : 244, Operation : replace, fitness : -1.0
ID#4 : time : 34, Operation : delete, fitness : -1.0
ID#5 : time : 4, Operation : insert_after, fitness : -1.0
ID#6 : time : 3, Operation : insert_before, fitness : -1.0
ID#7 : time : 218, Operation : insert_after, fitness : -1.0
ID#8 : time : 173, Operation : delete, fitness : -1.0
ID#9 : time : 165, Operation : delete, fitness : -1.0
ID#10 : time : 244, Operation : delete, fitness : -1.0
ID#11 : time : 211, Operation : insert_before, fitness : -1.0
ID#12 : time : 1022, Operation : delete, fitness : 0.939393939394
ID#13 : time : 107, Operation : insert_after, fitness : -1.0
ID#14 : time : 152, Operation : insert_after, fitness : -1.0
ID#15 : time : 1, Operation : insert_after, fitness : -1.0
ID#16 : time : 782, Operation : delete, fitness : 0.984848484848
ID#17 : time : 114, Operation : replace, fitness : -1.0
ID#18 : time : 16, Operation : delete, fitness : -1.0
ID#19 : time : 108, Operation : replace, fitness : -1.0
ID#20 : time : 84, Operation : replace, fitness : -1.0
ID#21 : time : 114, Operation : replace, fitness : -1.0
ID#22 : time : 706, Operation : delete, fitness : 0.969696969697
ID#23 : time : 79, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 399, Operation : delete, fitness : 0.969696969697
ID#26 : time : 89, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 87, Operation : insert_after, fitness : -1.0
ID#29 : time : 74, Operation : delete, fitness : -1.0
ID#30 : time : 108, Operation : replace, fitness : -1.0
ID#31 : time : 78, Operation : replace, fitness : -1.0
ID#32 : time : 88, Operation : replace, fitness : -1.0
ID#33 : time : 96, Operation : insert_before, fitness : -1.0
ID#34 : time : 0, Operation : insert_after, fitness : -1.0
ID#35 : time : 18, Operation : delete, fitness : -1.0
ID#36 : time : 20, Operation : delete, fitness : -1.0
ID#37 : time : 23, Operation : delete, fitness : -1.0
ID#38 : time : 20, Operation : delete, fitness : -1.0
ID#39 : time : 125, Operation : replace, fitness : -1.0
ID#40 : time : 182, Operation : replace, fitness : -1.0
ID#41 : time : 1, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
ID#44 : time : 112, Operation : delete, fitness : -1.0
ID#45 : time : 91, Operation : insert_after, fitness : -1.0
ID#46 : time : 17, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 0, Operation : insert_after, fitness : -1.0
ID#49 : time : 91, Operation : insert_before, fitness : -1.0
ID#50 : time : 81, Operation : replace, fitness : -1.0
ID#51 : time : 78, Operation : replace, fitness : -1.0
ID#52 : time : 73, Operation : insert_before, fitness : -1.0
ID#53 : time : 81, Operation : replace, fitness : -1.0
ID#54 : time : 97, Operation : replace, fitness : -1.0
ID#55 : time : 90, Operation : insert_before, fitness : -1.0
ID#56 : time : 82, Operation : replace, fitness : -1.0
ID#57 : time : 16, Operation : delete, fitness : -1.0
ID#58 : time : 82, Operation : insert_before, fitness : -1.0
ID#59 : time : 0, Operation : insert_after, fitness : -1.0
ID#60 : time : 77, Operation : insert_before, fitness : -1.0
ID#61 : time : 478, Operation : replace, fitness : 0.984848484848
ID#62 : time : 153, Operation : delete, fitness : -1.0
ID#63 : time : 97, Operation : insert_before, fitness : -1.0
ID#64 : time : 90, Operation : insert_before, fitness : -1.0
ID#65 : time : 16, Operation : delete, fitness : -1.0
ID#66 : time : 15, Operation : delete, fitness : -1.0
ID#67 : time : 74, Operation : replace, fitness : -1.0
ID#68 : time : 0, Operation : insert_before, fitness : -1.0
ID#69 : time : 15, Operation : delete, fitness : -1.0
ID#70 : time : 92, Operation : replace, fitness : -1.0
ID#71 : time : 690, Operation : insert_before, fitness : -1.0
ID#72 : time : 966, Operation : insert_after, fitness : -1.0
ID#73 : time : 567, Operation : delete, fitness : -1.0
ID#74 : time : 895, Operation : replace, fitness : -1.0
ID#75 : time : 792, Operation : replace, fitness : -1.0
ID#76 : time : 809, Operation : delete, fitness : -1.0
ID#77 : time : 786, Operation : replace, fitness : -1.0
ID#78 : time : 869, Operation : insert_before, fitness : -1.0
ID#79 : time : 897, Operation : replace, fitness : 0.969696969697
ID#80 : time : 583, Operation : delete, fitness : -1.0
ID#81 : time : 799, Operation : replace, fitness : 0.969696969697
ID#82 : time : 583, Operation : replace, fitness : -1.0
ID#83 : time : 508, Operation : delete, fitness : -1.0
ID#84 : time : 414, Operation : insert_before, fitness : -1.0
ID#85 : time : 563, Operation : insert_after, fitness : -1.0
ID#86 : time : 558, Operation : replace, fitness : -1.0
ID#87 : time : 484, Operation : delete, fitness : -1.0
ID#88 : time : 489, Operation : replace, fitness : -1.0
ID#89 : time : 514, Operation : delete, fitness : -1.0
ID#90 : time : 722, Operation : insert_after, fitness : -1.0
ID#91 : time : 720, Operation : insert_before, fitness : -1.0
ID#92 : time : 867, Operation : replace, fitness : -1.0
ID#93 : time : 932, Operation : replace, fitness : -1.0
ID#94 : time : 863, Operation : replace, fitness : -1.0
ID#95 : time : 83, Operation : replace, fitness : -1.0
ID#96 : time : 507, Operation : delete, fitness : -1.0
ID#97 : time : 482, Operation : delete, fitness : -1.0
ID#98 : time : 481, Operation : replace, fitness : -1.0
ID#99 : time : 883, Operation : replace, fitness : -1.0
ID#100 : time : 806, Operation : insert_before, fitness : -1.0
ID#101 : time : 13, Operation : delete, fitness : -1.0
ID#102 : time : 861, Operation : insert_after, fitness : -1.0
ID#103 : time : 864, Operation : insert_after, fitness : -1.0
ID#104 : time : 427, Operation : delete, fitness : -1.0
ID#105 : time : 864, Operation : replace, fitness : -1.0
ID#106 : time : 803, Operation : replace, fitness : -1.0
ID#107 : time : 509, Operation : delete, fitness : -1.0
ID#108 : time : 502, Operation : delete, fitness : -1.0
ID#109 : time : 495, Operation : replace, fitness : -1.0
ID#110 : time : 541, Operation : replace, fitness : 0.939393939394
ID#111 : time : 657, Operation : insert_after, fitness : -1.0
ID#112 : time : 871, Operation : insert_before, fitness : -1.0
ID#113 : time : 811, Operation : insert_before, fitness : -1.0
ID#114 : time : 15, Operation : delete, fitness : -1.0
ID#115 : time : 436, Operation : delete, fitness : 0.969696969697
ID#116 : time : 15, Operation : delete, fitness : -1.0
ID#117 : time : 572, Operation : insert_after, fitness : -1.0
ID#118 : time : 844, Operation : delete, fitness : -1.0
ID#119 : time : 104, Operation : insert_after, fitness : -1.0
ID#120 : time : 1284, Operation : delete, fitness : 0.969696969697
ID#121 : time : 585, Operation : insert_before, fitness : -1.0
ID#122 : time : 0, Operation : insert_before, fitness : -1.0
ID#123 : time : 92, Operation : insert_before, fitness : -1.0
ID#124 : time : 624, Operation : insert_after, fitness : -1.0
