### OUTPUT ###
ID#1 : time : 438, Operation : delete, fitness : -1.0
ID#2 : time : 233, Operation : delete, fitness : -1.0
ID#3 : time : 224, Operation : replace, fitness : -1.0
ID#4 : time : 23, Operation : delete, fitness : -1.0
ID#5 : time : 6, Operation : insert_after, fitness : -1.0
ID#6 : time : 2, Operation : insert_before, fitness : -1.0
ID#7 : time : 139, Operation : insert_after, fitness : -1.0
ID#8 : time : 106, Operation : delete, fitness : -1.0
ID#9 : time : 112, Operation : delete, fitness : -1.0
ID#10 : time : 120, Operation : delete, fitness : -1.0
ID#11 : time : 197, Operation : insert_before, fitness : -1.0
ID#12 : time : 702, Operation : delete, fitness : 0.939393939394
ID#13 : time : 93, Operation : insert_after, fitness : -1.0
ID#14 : time : 96, Operation : insert_after, fitness : -1.0
ID#15 : time : 0, Operation : insert_after, fitness : -1.0
ID#16 : time : 599, Operation : delete, fitness : 0.984848484848
ID#17 : time : 133, Operation : replace, fitness : -1.0
ID#18 : time : 19, Operation : delete, fitness : -1.0
ID#19 : time : 86, Operation : replace, fitness : -1.0
ID#20 : time : 107, Operation : replace, fitness : -1.0
ID#21 : time : 92, Operation : replace, fitness : -1.0
ID#22 : time : 477, Operation : delete, fitness : 0.969696969697
ID#23 : time : 82, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 411, Operation : delete, fitness : 0.969696969697
ID#26 : time : 72, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 73, Operation : insert_after, fitness : -1.0
ID#29 : time : 71, Operation : delete, fitness : -1.0
ID#30 : time : 122, Operation : replace, fitness : -1.0
ID#31 : time : 78, Operation : replace, fitness : -1.0
ID#32 : time : 91, Operation : replace, fitness : -1.0
ID#33 : time : 95, Operation : insert_before, fitness : -1.0
ID#34 : time : 0, Operation : insert_after, fitness : -1.0
ID#35 : time : 15, Operation : delete, fitness : -1.0
ID#36 : time : 15, Operation : delete, fitness : -1.0
ID#37 : time : 16, Operation : delete, fitness : -1.0
ID#38 : time : 15, Operation : delete, fitness : -1.0
ID#39 : time : 75, Operation : replace, fitness : -1.0
ID#40 : time : 75, Operation : replace, fitness : -1.0
ID#41 : time : 1, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
ID#44 : time : 76, Operation : delete, fitness : -1.0
ID#45 : time : 84, Operation : insert_after, fitness : -1.0
ID#46 : time : 18, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 1, Operation : insert_after, fitness : -1.0
ID#49 : time : 84, Operation : insert_before, fitness : -1.0
ID#50 : time : 81, Operation : replace, fitness : -1.0
ID#51 : time : 134, Operation : replace, fitness : -1.0
ID#52 : time : 74, Operation : insert_before, fitness : -1.0
ID#53 : time : 71, Operation : replace, fitness : -1.0
ID#54 : time : 77, Operation : replace, fitness : -1.0
ID#55 : time : 77, Operation : insert_before, fitness : -1.0
ID#56 : time : 68, Operation : replace, fitness : -1.0
