### OUTPUT ###
ID#1 : time : 720, Operation : delete, fitness : -1.0
ID#2 : time : 466, Operation : delete, fitness : -1.0
ID#3 : time : 487, Operation : replace, fitness : -1.0
ID#4 : time : 66, Operation : delete, fitness : -1.0
ID#5 : time : 6, Operation : insert_after, fitness : -1.0
ID#6 : time : 5, Operation : insert_before, fitness : -1.0
ID#7 : time : 409, Operation : insert_after, fitness : -1.0
ID#8 : time : 255, Operation : delete, fitness : -1.0
ID#9 : time : 270, Operation : delete, fitness : -1.0
ID#10 : time : 174, Operation : delete, fitness : -1.0
ID#11 : time : 252, Operation : insert_before, fitness : -1.0
ID#12 : time : 1293, Operation : delete, fitness : 0.939393939394
ID#13 : time : 145, Operation : insert_after, fitness : -1.0
ID#14 : time : 148, Operation : insert_after, fitness : -1.0
ID#15 : time : 1, Operation : insert_after, fitness : -1.0
ID#16 : time : 790, Operation : delete, fitness : 0.984848484848
ID#17 : time : 122, Operation : replace, fitness : -1.0
ID#18 : time : 20, Operation : delete, fitness : -1.0
ID#19 : time : 121, Operation : replace, fitness : -1.0
ID#20 : time : 103, Operation : replace, fitness : -1.0
ID#21 : time : 174, Operation : replace, fitness : -1.0
ID#22 : time : 795, Operation : delete, fitness : 0.969696969697
ID#23 : time : 120, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 552, Operation : delete, fitness : 0.969696969697
ID#26 : time : 108, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 110, Operation : insert_after, fitness : -1.0
ID#29 : time : 99, Operation : delete, fitness : -1.0
ID#30 : time : 138, Operation : replace, fitness : -1.0
ID#31 : time : 124, Operation : replace, fitness : -1.0
ID#32 : time : 125, Operation : replace, fitness : -1.0
ID#33 : time : 122, Operation : insert_before, fitness : -1.0
ID#34 : time : 1, Operation : insert_after, fitness : -1.0
ID#35 : time : 23, Operation : delete, fitness : -1.0
ID#36 : time : 20, Operation : delete, fitness : -1.0
ID#37 : time : 22, Operation : delete, fitness : -1.0
ID#38 : time : 26, Operation : delete, fitness : -1.0
ID#39 : time : 102, Operation : replace, fitness : -1.0
ID#40 : time : 109, Operation : replace, fitness : -1.0
ID#41 : time : 0, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
ID#44 : time : 126, Operation : delete, fitness : -1.0
ID#45 : time : 175, Operation : insert_after, fitness : -1.0
ID#46 : time : 24, Operation : delete, fitness : -1.0
ID#47 : time : 1, Operation : insert_after, fitness : -1.0
ID#48 : time : 0, Operation : insert_after, fitness : -1.0
ID#49 : time : 107, Operation : insert_before, fitness : -1.0
ID#50 : time : 122, Operation : replace, fitness : -1.0
ID#51 : time : 89, Operation : replace, fitness : -1.0
ID#52 : time : 95, Operation : insert_before, fitness : -1.0
ID#53 : time : 123, Operation : replace, fitness : -1.0
ID#54 : time : 132, Operation : replace, fitness : -1.0
ID#55 : time : 134, Operation : insert_before, fitness : -1.0
ID#56 : time : 151, Operation : replace, fitness : -1.0
ID#57 : time : 29, Operation : delete, fitness : -1.0
ID#58 : time : 130, Operation : insert_before, fitness : -1.0
ID#59 : time : 1, Operation : insert_after, fitness : -1.0
ID#60 : time : 111, Operation : insert_before, fitness : -1.0
ID#61 : time : 639, Operation : replace, fitness : 0.984848484848
ID#62 : time : 76, Operation : delete, fitness : -1.0
ID#63 : time : 127, Operation : insert_before, fitness : -1.0
ID#64 : time : 129, Operation : insert_before, fitness : -1.0
ID#65 : time : 22, Operation : delete, fitness : -1.0
ID#66 : time : 20, Operation : delete, fitness : -1.0
ID#67 : time : 139, Operation : replace, fitness : -1.0
ID#68 : time : 1, Operation : insert_before, fitness : -1.0
ID#69 : time : 28, Operation : delete, fitness : -1.0
ID#70 : time : 147, Operation : replace, fitness : -1.0
ID#71 : time : 932, Operation : insert_before, fitness : -1.0
ID#72 : time : 1062, Operation : insert_after, fitness : -1.0
ID#73 : time : 772, Operation : delete, fitness : -1.0
ID#74 : time : 998, Operation : replace, fitness : -1.0
ID#75 : time : 925, Operation : replace, fitness : -1.0
ID#76 : time : 940, Operation : delete, fitness : -1.0
ID#77 : time : 931, Operation : replace, fitness : -1.0
ID#78 : time : 917, Operation : insert_before, fitness : -1.0
ID#79 : time : 1281, Operation : replace, fitness : 0.969696969697
ID#80 : time : 754, Operation : delete, fitness : -1.0
ID#81 : time : 1139, Operation : replace, fitness : 0.969696969697
ID#82 : time : 769, Operation : replace, fitness : -1.0
ID#83 : time : 681, Operation : delete, fitness : -1.0
ID#84 : time : 573, Operation : insert_before, fitness : -1.0
ID#85 : time : 758, Operation : insert_after, fitness : -1.0
ID#86 : time : 755, Operation : replace, fitness : -1.0
ID#87 : time : 658, Operation : delete, fitness : -1.0
ID#88 : time : 668, Operation : replace, fitness : -1.0
ID#89 : time : 671, Operation : delete, fitness : -1.0
ID#90 : time : 818, Operation : insert_after, fitness : -1.0
ID#91 : time : 811, Operation : insert_before, fitness : -1.0
ID#92 : time : 897, Operation : replace, fitness : -1.0
ID#93 : time : 884, Operation : replace, fitness : -1.0
ID#94 : time : 892, Operation : replace, fitness : -1.0
ID#95 : time : 77, Operation : replace, fitness : -1.0
ID#96 : time : 673, Operation : delete, fitness : -1.0
ID#97 : time : 648, Operation : delete, fitness : -1.0
ID#98 : time : 662, Operation : replace, fitness : -1.0
ID#99 : time : 903, Operation : replace, fitness : -1.0
ID#100 : time : 807, Operation : insert_before, fitness : -1.0
ID#101 : time : 15, Operation : delete, fitness : -1.0
ID#102 : time : 907, Operation : insert_after, fitness : -1.0
ID#103 : time : 912, Operation : insert_after, fitness : -1.0
ID#104 : time : 597, Operation : delete, fitness : -1.0
ID#105 : time : 954, Operation : replace, fitness : -1.0
ID#106 : time : 938, Operation : replace, fitness : -1.0
ID#107 : time : 683, Operation : delete, fitness : -1.0
ID#108 : time : 725, Operation : delete, fitness : -1.0
ID#109 : time : 692, Operation : replace, fitness : -1.0
ID#110 : time : 709, Operation : replace, fitness : 0.939393939394
ID#111 : time : 892, Operation : insert_after, fitness : -1.0
ID#112 : time : 954, Operation : insert_before, fitness : -1.0
ID#113 : time : 953, Operation : insert_before, fitness : -1.0
ID#114 : time : 18, Operation : delete, fitness : -1.0
ID#115 : time : 482, Operation : delete, fitness : 0.969696969697
ID#116 : time : 17, Operation : delete, fitness : -1.0
ID#117 : time : 739, Operation : insert_after, fitness : -1.0
ID#118 : time : 890, Operation : delete, fitness : -1.0
ID#119 : time : 74, Operation : insert_after, fitness : -1.0
ID#120 : time : 1283, Operation : delete, fitness : 0.969696969697
ID#121 : time : 724, Operation : insert_before, fitness : -1.0
ID#122 : time : 0, Operation : insert_before, fitness : -1.0
ID#123 : time : 70, Operation : insert_before, fitness : -1.0
ID#124 : time : 731, Operation : insert_after, fitness : -1.0
ID#125 : time : 87, Operation : replace, fitness : -1.0
ID#126 : time : 897, Operation : delete, fitness : -1.0
ID#127 : time : 889, Operation : replace, fitness : -1.0
ID#128 : time : 74, Operation : insert_before, fitness : -1.0
ID#129 : time : 647, Operation : replace, fitness : -1.0
ID#130 : time : 824, Operation : delete, fitness : -1.0
ID#131 : time : 1227, Operation : delete, fitness : 0.969696969697
ID#132 : time : 84, Operation : replace, fitness : -1.0
ID#133 : time : 732, Operation : insert_before, fitness : -1.0
ID#134 : time : 652, Operation : replace, fitness : -1.0
ID#135 : time : 669, Operation : delete, fitness : -1.0
ID#136 : time : 883, Operation : delete, fitness : -1.0
ID#137 : time : 130, Operation : insert_before, fitness : -1.0
ID#138 : time : 1372, Operation : replace, fitness : 0.969696969697
ID#139 : time : 660, Operation : replace, fitness : -1.0
ID#140 : time : 874, Operation : replace, fitness : -1.0
ID#141 : time : 0, Operation : insert_before, fitness : -1.0
ID#142 : time : 83, Operation : insert_after, fitness : -1.0
ID#143 : time : 98, Operation : replace, fitness : -1.0
ID#144 : time : 73, Operation : replace, fitness : -1.0
ID#145 : time : 34, Operation : delete, fitness : -1.0
ID#146 : time : 1486, Operation : insert_after, fitness : -1.0
ID#147 : time : 16, Operation : insert_before, fitness : -1.0
ID#148 : time : 99, Operation : insert_before, fitness : -1.0
ID#149 : time : 1421, Operation : replace, fitness : -1.0
ID#150 : time : 1371, Operation : replace, fitness : -1.0
