### OUTPUT ###
ID#1 : time : 635, Operation : delete, fitness : -1.0
ID#2 : time : 369, Operation : delete, fitness : -1.0
ID#3 : time : 322, Operation : replace, fitness : -1.0
ID#4 : time : 24, Operation : delete, fitness : -1.0
ID#5 : time : 13, Operation : insert_after, fitness : -1.0
ID#6 : time : 14, Operation : insert_before, fitness : -1.0
ID#7 : time : 299, Operation : insert_after, fitness : -1.0
ID#8 : time : 187, Operation : delete, fitness : -1.0
ID#9 : time : 211, Operation : delete, fitness : -1.0
ID#10 : time : 167, Operation : delete, fitness : -1.0
ID#11 : time : 279, Operation : insert_before, fitness : -1.0
ID#12 : time : 1191, Operation : delete, fitness : 0.939393939394
ID#13 : time : 111, Operation : insert_after, fitness : -1.0
ID#14 : time : 132, Operation : insert_after, fitness : -1.0
ID#15 : time : 1, Operation : insert_after, fitness : -1.0
ID#16 : time : 860, Operation : delete, fitness : 0.984848484848
ID#17 : time : 161, Operation : replace, fitness : -1.0
ID#18 : time : 18, Operation : delete, fitness : -1.0
ID#19 : time : 112, Operation : replace, fitness : -1.0
ID#20 : time : 94, Operation : replace, fitness : -1.0
ID#21 : time : 148, Operation : replace, fitness : -1.0
ID#22 : time : 722, Operation : delete, fitness : 0.969696969697
ID#23 : time : 100, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 507, Operation : delete, fitness : 0.969696969697
ID#26 : time : 104, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 100, Operation : insert_after, fitness : -1.0
ID#29 : time : 95, Operation : delete, fitness : -1.0
ID#30 : time : 90, Operation : replace, fitness : -1.0
ID#31 : time : 91, Operation : replace, fitness : -1.0
ID#32 : time : 97, Operation : replace, fitness : -1.0
ID#33 : time : 120, Operation : insert_before, fitness : -1.0
ID#34 : time : 5, Operation : insert_after, fitness : -1.0
ID#35 : time : 19, Operation : delete, fitness : -1.0
ID#36 : time : 27, Operation : delete, fitness : -1.0
ID#37 : time : 27, Operation : delete, fitness : -1.0
ID#38 : time : 20, Operation : delete, fitness : -1.0
ID#39 : time : 157, Operation : replace, fitness : -1.0
ID#40 : time : 123, Operation : replace, fitness : -1.0
ID#41 : time : 1, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 1, Operation : insert_before, fitness : -1.0
ID#44 : time : 162, Operation : delete, fitness : -1.0
ID#45 : time : 120, Operation : insert_after, fitness : -1.0
ID#46 : time : 20, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 1, Operation : insert_after, fitness : -1.0
ID#49 : time : 108, Operation : insert_before, fitness : -1.0
ID#50 : time : 93, Operation : replace, fitness : -1.0
ID#51 : time : 86, Operation : replace, fitness : -1.0
ID#52 : time : 93, Operation : insert_before, fitness : -1.0
ID#53 : time : 91, Operation : replace, fitness : -1.0
ID#54 : time : 118, Operation : replace, fitness : -1.0
ID#55 : time : 125, Operation : insert_before, fitness : -1.0
ID#56 : time : 115, Operation : replace, fitness : -1.0
ID#57 : time : 19, Operation : delete, fitness : -1.0
ID#58 : time : 142, Operation : insert_before, fitness : -1.0
ID#59 : time : 1, Operation : insert_after, fitness : -1.0
ID#60 : time : 105, Operation : insert_before, fitness : -1.0
ID#61 : time : 590, Operation : replace, fitness : 0.984848484848
ID#62 : time : 71, Operation : delete, fitness : -1.0
ID#63 : time : 117, Operation : insert_before, fitness : -1.0
ID#64 : time : 140, Operation : insert_before, fitness : -1.0
ID#65 : time : 21, Operation : delete, fitness : -1.0
ID#66 : time : 19, Operation : delete, fitness : -1.0
ID#67 : time : 99, Operation : replace, fitness : -1.0
ID#68 : time : 1, Operation : insert_before, fitness : -1.0
ID#69 : time : 24, Operation : delete, fitness : -1.0
ID#70 : time : 97, Operation : replace, fitness : -1.0
ID#71 : time : 817, Operation : insert_before, fitness : -1.0
ID#72 : time : 1068, Operation : insert_after, fitness : -1.0
ID#73 : time : 714, Operation : delete, fitness : -1.0
ID#74 : time : 926, Operation : replace, fitness : -1.0
ID#75 : time : 825, Operation : replace, fitness : -1.0
ID#76 : time : 816, Operation : delete, fitness : -1.0
ID#77 : time : 821, Operation : replace, fitness : -1.0
ID#78 : time : 959, Operation : insert_before, fitness : -1.0
ID#79 : time : 1039, Operation : replace, fitness : 0.969696969697
ID#80 : time : 732, Operation : delete, fitness : -1.0
ID#81 : time : 1134, Operation : replace, fitness : 0.969696969697
ID#82 : time : 728, Operation : replace, fitness : -1.0
ID#83 : time : 632, Operation : delete, fitness : -1.0
ID#84 : time : 530, Operation : insert_before, fitness : -1.0
ID#85 : time : 719, Operation : insert_after, fitness : -1.0
ID#86 : time : 707, Operation : replace, fitness : -1.0
ID#87 : time : 628, Operation : delete, fitness : -1.0
ID#88 : time : 652, Operation : replace, fitness : -1.0
ID#89 : time : 634, Operation : delete, fitness : -1.0
ID#90 : time : 743, Operation : insert_after, fitness : -1.0
ID#91 : time : 741, Operation : insert_before, fitness : -1.0
ID#92 : time : 996, Operation : replace, fitness : -1.0
ID#93 : time : 1010, Operation : replace, fitness : -1.0
ID#94 : time : 980, Operation : replace, fitness : -1.0
ID#95 : time : 123, Operation : replace, fitness : -1.0
ID#96 : time : 640, Operation : delete, fitness : -1.0
ID#97 : time : 616, Operation : delete, fitness : -1.0
ID#98 : time : 623, Operation : replace, fitness : -1.0
ID#99 : time : 986, Operation : replace, fitness : -1.0
ID#100 : time : 881, Operation : insert_before, fitness : -1.0
ID#101 : time : 18, Operation : delete, fitness : -1.0
ID#102 : time : 972, Operation : insert_after, fitness : -1.0
ID#103 : time : 989, Operation : insert_after, fitness : -1.0
ID#104 : time : 543, Operation : delete, fitness : -1.0
ID#105 : time : 973, Operation : replace, fitness : -1.0
ID#106 : time : 834, Operation : replace, fitness : -1.0
ID#107 : time : 626, Operation : delete, fitness : -1.0
ID#108 : time : 616, Operation : delete, fitness : -1.0
ID#109 : time : 625, Operation : replace, fitness : -1.0
ID#110 : time : 973, Operation : replace, fitness : 0.939393939394
ID#111 : time : 744, Operation : insert_after, fitness : -1.0
ID#112 : time : 841, Operation : insert_before, fitness : -1.0
ID#113 : time : 850, Operation : insert_before, fitness : -1.0
ID#114 : time : 18, Operation : delete, fitness : -1.0
ID#115 : time : 554, Operation : delete, fitness : 0.969696969697
ID#116 : time : 23, Operation : delete, fitness : -1.0
ID#117 : time : 710, Operation : insert_after, fitness : -1.0
ID#118 : time : 841, Operation : delete, fitness : -1.0
ID#119 : time : 98, Operation : insert_after, fitness : -1.0
