### OUTPUT ###
ID#1 : time : 373, Operation : delete, fitness : -1.0
ID#2 : time : 199, Operation : delete, fitness : -1.0
ID#3 : time : 197, Operation : replace, fitness : -1.0
ID#4 : time : 25, Operation : delete, fitness : -1.0
ID#5 : time : 3, Operation : insert_after, fitness : -1.0
ID#6 : time : 1, Operation : insert_before, fitness : -1.0
ID#7 : time : 147, Operation : insert_after, fitness : -1.0
ID#8 : time : 129, Operation : delete, fitness : -1.0
ID#9 : time : 157, Operation : delete, fitness : -1.0
ID#10 : time : 130, Operation : delete, fitness : -1.0
ID#11 : time : 125, Operation : insert_before, fitness : -1.0
ID#12 : time : 707, Operation : delete, fitness : 0.939393939394
ID#13 : time : 84, Operation : insert_after, fitness : -1.0
ID#14 : time : 81, Operation : insert_after, fitness : -1.0
ID#15 : time : 0, Operation : insert_after, fitness : -1.0
ID#16 : time : 491, Operation : delete, fitness : 0.984848484848
ID#17 : time : 85, Operation : replace, fitness : -1.0
ID#18 : time : 13, Operation : delete, fitness : -1.0
ID#19 : time : 76, Operation : replace, fitness : -1.0
ID#20 : time : 68, Operation : replace, fitness : -1.0
ID#21 : time : 84, Operation : replace, fitness : -1.0
ID#22 : time : 454, Operation : delete, fitness : 0.969696969697
ID#23 : time : 59, Operation : replace, fitness : -1.0
ID#24 : time : 0, Operation : insert_after, fitness : -1.0
ID#25 : time : 332, Operation : delete, fitness : 0.969696969697
ID#26 : time : 73, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 76, Operation : insert_after, fitness : -1.0
ID#29 : time : 59, Operation : delete, fitness : -1.0
ID#30 : time : 65, Operation : replace, fitness : -1.0
ID#31 : time : 64, Operation : replace, fitness : -1.0
ID#32 : time : 85, Operation : replace, fitness : -1.0
ID#33 : time : 84, Operation : insert_before, fitness : -1.0
ID#34 : time : 0, Operation : insert_after, fitness : -1.0
ID#35 : time : 15, Operation : delete, fitness : -1.0
ID#36 : time : 17, Operation : delete, fitness : -1.0
