### OUTPUT ###
ID#1 : time : 779, Operation : delete, fitness : -1.0
ID#2 : time : 419, Operation : delete, fitness : -1.0
ID#3 : time : 630, Operation : replace, fitness : -1.0
ID#4 : time : 79, Operation : delete, fitness : -1.0
ID#5 : time : 14, Operation : insert_after, fitness : -1.0
ID#6 : time : 11, Operation : insert_before, fitness : -1.0
ID#7 : time : 395, Operation : insert_after, fitness : -1.0
ID#8 : time : 354, Operation : delete, fitness : -1.0
ID#9 : time : 326, Operation : delete, fitness : -1.0
ID#10 : time : 177, Operation : delete, fitness : -1.0
ID#11 : time : 313, Operation : insert_before, fitness : -1.0
ID#12 : time : 1385, Operation : delete, fitness : 0.939393939394
ID#13 : time : 156, Operation : insert_after, fitness : -1.0
ID#14 : time : 179, Operation : insert_after, fitness : -1.0
ID#15 : time : 1, Operation : insert_after, fitness : -1.0
ID#16 : time : 784, Operation : delete, fitness : 0.984848484848
ID#17 : time : 164, Operation : replace, fitness : -1.0
ID#18 : time : 36, Operation : delete, fitness : -1.0
ID#19 : time : 141, Operation : replace, fitness : -1.0
ID#20 : time : 155, Operation : replace, fitness : -1.0
ID#21 : time : 156, Operation : replace, fitness : -1.0
ID#22 : time : 823, Operation : delete, fitness : 0.969696969697
ID#23 : time : 113, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 624, Operation : delete, fitness : 0.969696969697
ID#26 : time : 118, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 132, Operation : insert_after, fitness : -1.0
ID#29 : time : 117, Operation : delete, fitness : -1.0
ID#30 : time : 121, Operation : replace, fitness : -1.0
ID#31 : time : 103, Operation : replace, fitness : -1.0
ID#32 : time : 118, Operation : replace, fitness : -1.0
ID#33 : time : 142, Operation : insert_before, fitness : -1.0
ID#34 : time : 1, Operation : insert_after, fitness : -1.0
ID#35 : time : 86, Operation : delete, fitness : -1.0
ID#36 : time : 23, Operation : delete, fitness : -1.0
ID#37 : time : 25, Operation : delete, fitness : -1.0
ID#38 : time : 22, Operation : delete, fitness : -1.0
ID#39 : time : 124, Operation : replace, fitness : -1.0
ID#40 : time : 137, Operation : replace, fitness : -1.0
ID#41 : time : 1, Operation : insert_before, fitness : -1.0
ID#42 : time : 1, Operation : insert_before, fitness : -1.0
ID#43 : time : 1, Operation : insert_before, fitness : -1.0
ID#44 : time : 118, Operation : delete, fitness : -1.0
ID#45 : time : 115, Operation : insert_after, fitness : -1.0
ID#46 : time : 20, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 0, Operation : insert_after, fitness : -1.0
ID#49 : time : 96, Operation : insert_before, fitness : -1.0
ID#50 : time : 128, Operation : replace, fitness : -1.0
ID#51 : time : 107, Operation : replace, fitness : -1.0
ID#52 : time : 99, Operation : insert_before, fitness : -1.0
ID#53 : time : 119, Operation : replace, fitness : -1.0
ID#54 : time : 126, Operation : replace, fitness : -1.0
ID#55 : time : 117, Operation : insert_before, fitness : -1.0
ID#56 : time : 106, Operation : replace, fitness : -1.0
ID#57 : time : 20, Operation : delete, fitness : -1.0
ID#58 : time : 105, Operation : insert_before, fitness : -1.0
ID#59 : time : 1, Operation : insert_after, fitness : -1.0
