### OUTPUT ###
ID#1 : time : 582, Operation : delete, fitness : -1.0
ID#2 : time : 307, Operation : delete, fitness : -1.0
ID#3 : time : 315, Operation : replace, fitness : -1.0
ID#4 : time : 36, Operation : delete, fitness : -1.0
ID#5 : time : 17, Operation : insert_after, fitness : -1.0
ID#6 : time : 3, Operation : insert_before, fitness : -1.0
ID#7 : time : 279, Operation : insert_after, fitness : -1.0
ID#8 : time : 156, Operation : delete, fitness : -1.0
ID#9 : time : 168, Operation : delete, fitness : -1.0
ID#10 : time : 152, Operation : delete, fitness : -1.0
ID#11 : time : 173, Operation : insert_before, fitness : -1.0
ID#12 : time : 975, Operation : delete, fitness : 0.939393939394
ID#13 : time : 118, Operation : insert_after, fitness : -1.0
ID#14 : time : 150, Operation : insert_after, fitness : -1.0
ID#15 : time : 1, Operation : insert_after, fitness : -1.0
ID#16 : time : 723, Operation : delete, fitness : 0.984848484848
ID#17 : time : 102, Operation : replace, fitness : -1.0
ID#18 : time : 16, Operation : delete, fitness : -1.0
ID#19 : time : 109, Operation : replace, fitness : -1.0
ID#20 : time : 103, Operation : replace, fitness : -1.0
ID#21 : time : 135, Operation : replace, fitness : -1.0
ID#22 : time : 754, Operation : delete, fitness : 0.969696969697
ID#23 : time : 91, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 486, Operation : delete, fitness : 0.969696969697
ID#26 : time : 87, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 86, Operation : insert_after, fitness : -1.0
ID#29 : time : 88, Operation : delete, fitness : -1.0
ID#30 : time : 137, Operation : replace, fitness : -1.0
ID#31 : time : 116, Operation : replace, fitness : -1.0
ID#32 : time : 100, Operation : replace, fitness : -1.0
ID#33 : time : 111, Operation : insert_before, fitness : -1.0
ID#34 : time : 0, Operation : insert_after, fitness : -1.0
ID#35 : time : 17, Operation : delete, fitness : -1.0
ID#36 : time : 19, Operation : delete, fitness : -1.0
ID#37 : time : 23, Operation : delete, fitness : -1.0
ID#38 : time : 17, Operation : delete, fitness : -1.0
ID#39 : time : 84, Operation : replace, fitness : -1.0
ID#40 : time : 127, Operation : replace, fitness : -1.0
ID#41 : time : 1, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 1, Operation : insert_before, fitness : -1.0
ID#44 : time : 105, Operation : delete, fitness : -1.0
ID#45 : time : 108, Operation : insert_after, fitness : -1.0
ID#46 : time : 20, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 0, Operation : insert_after, fitness : -1.0
ID#49 : time : 92, Operation : insert_before, fitness : -1.0
ID#50 : time : 88, Operation : replace, fitness : -1.0
ID#51 : time : 87, Operation : replace, fitness : -1.0
ID#52 : time : 138, Operation : insert_before, fitness : -1.0
ID#53 : time : 94, Operation : replace, fitness : -1.0
ID#54 : time : 97, Operation : replace, fitness : -1.0
ID#55 : time : 104, Operation : insert_before, fitness : -1.0
ID#56 : time : 86, Operation : replace, fitness : -1.0
ID#57 : time : 21, Operation : delete, fitness : -1.0
ID#58 : time : 126, Operation : insert_before, fitness : -1.0
ID#59 : time : 0, Operation : insert_after, fitness : -1.0
ID#60 : time : 78, Operation : insert_before, fitness : -1.0
ID#61 : time : 409, Operation : replace, fitness : 0.984848484848
ID#62 : time : 60, Operation : delete, fitness : -1.0
ID#63 : time : 83, Operation : insert_before, fitness : -1.0
ID#64 : time : 93, Operation : insert_before, fitness : -1.0
ID#65 : time : 24, Operation : delete, fitness : -1.0
ID#66 : time : 17, Operation : delete, fitness : -1.0
ID#67 : time : 80, Operation : replace, fitness : -1.0
ID#68 : time : 0, Operation : insert_before, fitness : -1.0
ID#69 : time : 17, Operation : delete, fitness : -1.0
ID#70 : time : 83, Operation : replace, fitness : -1.0
ID#71 : time : 789, Operation : insert_before, fitness : -1.0
ID#72 : time : 883, Operation : insert_after, fitness : -1.0
ID#73 : time : 663, Operation : delete, fitness : -1.0
ID#74 : time : 943, Operation : replace, fitness : -1.0
ID#75 : time : 835, Operation : replace, fitness : -1.0
ID#76 : time : 837, Operation : delete, fitness : -1.0
