### OUTPUT ###
ID#1 : time : 832, Operation : delete, fitness : -1.0
ID#2 : time : 511, Operation : delete, fitness : -1.0
ID#3 : time : 390, Operation : replace, fitness : -1.0
ID#4 : time : 55, Operation : delete, fitness : -1.0
ID#5 : time : 13, Operation : insert_after, fitness : -1.0
ID#6 : time : 5, Operation : insert_before, fitness : -1.0
ID#7 : time : 338, Operation : insert_after, fitness : -1.0
ID#8 : time : 241, Operation : delete, fitness : -1.0
ID#9 : time : 305, Operation : delete, fitness : -1.0
ID#10 : time : 217, Operation : delete, fitness : -1.0
ID#11 : time : 202, Operation : insert_before, fitness : -1.0
ID#12 : time : 1413, Operation : delete, fitness : 0.939393939394
ID#13 : time : 147, Operation : insert_after, fitness : -1.0
ID#14 : time : 135, Operation : insert_after, fitness : -1.0
ID#15 : time : 1, Operation : insert_after, fitness : -1.0
ID#16 : time : 827, Operation : delete, fitness : 0.984848484848
ID#17 : time : 181, Operation : replace, fitness : -1.0
ID#18 : time : 34, Operation : delete, fitness : -1.0
ID#19 : time : 235, Operation : replace, fitness : -1.0
ID#20 : time : 180, Operation : replace, fitness : -1.0
ID#21 : time : 153, Operation : replace, fitness : -1.0
ID#22 : time : 732, Operation : delete, fitness : 0.969696969697
ID#23 : time : 132, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 617, Operation : delete, fitness : 0.969696969697
ID#26 : time : 151, Operation : insert_after, fitness : -1.0
ID#27 : time : 1, Operation : insert_after, fitness : -1.0
ID#28 : time : 104, Operation : insert_after, fitness : -1.0
ID#29 : time : 104, Operation : delete, fitness : -1.0
ID#30 : time : 158, Operation : replace, fitness : -1.0
ID#31 : time : 130, Operation : replace, fitness : -1.0
ID#32 : time : 162, Operation : replace, fitness : -1.0
ID#33 : time : 160, Operation : insert_before, fitness : -1.0
ID#34 : time : 1, Operation : insert_after, fitness : -1.0
ID#35 : time : 22, Operation : delete, fitness : -1.0
ID#36 : time : 26, Operation : delete, fitness : -1.0
ID#37 : time : 33, Operation : delete, fitness : -1.0
ID#38 : time : 22, Operation : delete, fitness : -1.0
ID#39 : time : 177, Operation : replace, fitness : -1.0
ID#40 : time : 129, Operation : replace, fitness : -1.0
ID#41 : time : 1, Operation : insert_before, fitness : -1.0
ID#42 : time : 1, Operation : insert_before, fitness : -1.0
ID#43 : time : 1, Operation : insert_before, fitness : -1.0
ID#44 : time : 142, Operation : delete, fitness : -1.0
ID#45 : time : 151, Operation : insert_after, fitness : -1.0
ID#46 : time : 25, Operation : delete, fitness : -1.0
ID#47 : time : 1, Operation : insert_after, fitness : -1.0
ID#48 : time : 1, Operation : insert_after, fitness : -1.0
ID#49 : time : 125, Operation : insert_before, fitness : -1.0
ID#50 : time : 138, Operation : replace, fitness : -1.0
ID#51 : time : 133, Operation : replace, fitness : -1.0
ID#52 : time : 121, Operation : insert_before, fitness : -1.0
ID#53 : time : 111, Operation : replace, fitness : -1.0
ID#54 : time : 131, Operation : replace, fitness : -1.0
ID#55 : time : 177, Operation : insert_before, fitness : -1.0
ID#56 : time : 185, Operation : replace, fitness : -1.0
ID#57 : time : 28, Operation : delete, fitness : -1.0
ID#58 : time : 182, Operation : insert_before, fitness : -1.0
ID#59 : time : 1, Operation : insert_after, fitness : -1.0
ID#60 : time : 151, Operation : insert_before, fitness : -1.0
ID#61 : time : 792, Operation : replace, fitness : 0.984848484848
ID#62 : time : 66, Operation : delete, fitness : -1.0
ID#63 : time : 124, Operation : insert_before, fitness : -1.0
ID#64 : time : 132, Operation : insert_before, fitness : -1.0
ID#65 : time : 25, Operation : delete, fitness : -1.0
ID#66 : time : 20, Operation : delete, fitness : -1.0
ID#67 : time : 123, Operation : replace, fitness : -1.0
ID#68 : time : 1, Operation : insert_before, fitness : -1.0
ID#69 : time : 26, Operation : delete, fitness : -1.0
ID#70 : time : 118, Operation : replace, fitness : -1.0
ID#71 : time : 1188, Operation : insert_before, fitness : -1.0
ID#72 : time : 1084, Operation : insert_after, fitness : -1.0
ID#73 : time : 876, Operation : delete, fitness : -1.0
ID#74 : time : 959, Operation : replace, fitness : -1.0
ID#75 : time : 864, Operation : replace, fitness : -1.0
ID#76 : time : 845, Operation : delete, fitness : -1.0
ID#77 : time : 864, Operation : replace, fitness : -1.0
ID#78 : time : 952, Operation : insert_before, fitness : -1.0
