### OUTPUT ###
ID#1 : time : 359, Operation : delete, fitness : -1.0
ID#2 : time : 240, Operation : delete, fitness : -1.0
ID#3 : time : 231, Operation : replace, fitness : -1.0
ID#4 : time : 24, Operation : delete, fitness : -1.0
ID#5 : time : 9, Operation : insert_after, fitness : -1.0
ID#6 : time : 2, Operation : insert_before, fitness : -1.0
ID#7 : time : 158, Operation : insert_after, fitness : -1.0
ID#8 : time : 125, Operation : delete, fitness : -1.0
ID#9 : time : 103, Operation : delete, fitness : -1.0
ID#10 : time : 96, Operation : delete, fitness : -1.0
ID#11 : time : 180, Operation : insert_before, fitness : -1.0
ID#12 : time : 667, Operation : delete, fitness : 0.939393939394
ID#13 : time : 87, Operation : insert_after, fitness : -1.0
ID#14 : time : 79, Operation : insert_after, fitness : -1.0
ID#15 : time : 0, Operation : insert_after, fitness : -1.0
ID#16 : time : 542, Operation : delete, fitness : 0.984848484848
ID#17 : time : 86, Operation : replace, fitness : -1.0
ID#18 : time : 16, Operation : delete, fitness : -1.0
ID#19 : time : 74, Operation : replace, fitness : -1.0
ID#20 : time : 73, Operation : replace, fitness : -1.0
ID#21 : time : 96, Operation : replace, fitness : -1.0
ID#22 : time : 437, Operation : delete, fitness : 0.969696969697
ID#23 : time : 85, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 482, Operation : delete, fitness : 0.969696969697
ID#26 : time : 80, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 72, Operation : insert_after, fitness : -1.0
ID#29 : time : 71, Operation : delete, fitness : -1.0
ID#30 : time : 76, Operation : replace, fitness : -1.0
ID#31 : time : 72, Operation : replace, fitness : -1.0
ID#32 : time : 78, Operation : replace, fitness : -1.0
ID#33 : time : 75, Operation : insert_before, fitness : -1.0
ID#34 : time : 0, Operation : insert_after, fitness : -1.0
ID#35 : time : 15, Operation : delete, fitness : -1.0
ID#36 : time : 15, Operation : delete, fitness : -1.0
ID#37 : time : 15, Operation : delete, fitness : -1.0
ID#38 : time : 13, Operation : delete, fitness : -1.0
ID#39 : time : 120, Operation : replace, fitness : -1.0
ID#40 : time : 79, Operation : replace, fitness : -1.0
ID#41 : time : 0, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
