### OUTPUT ###
ID#1 : time : 785, Operation : delete, fitness : -1.0
ID#2 : time : 640, Operation : delete, fitness : -1.0
ID#3 : time : 599, Operation : replace, fitness : -1.0
ID#4 : time : 81, Operation : delete, fitness : -1.0
ID#5 : time : 9, Operation : insert_after, fitness : -1.0
ID#6 : time : 17, Operation : insert_before, fitness : -1.0
ID#7 : time : 427, Operation : insert_after, fitness : -1.0
ID#8 : time : 400, Operation : delete, fitness : -1.0
ID#9 : time : 358, Operation : delete, fitness : -1.0
ID#10 : time : 375, Operation : delete, fitness : -1.0
ID#11 : time : 509, Operation : insert_before, fitness : -1.0
ID#12 : time : 1770, Operation : delete, fitness : 0.939393939394
ID#13 : time : 185, Operation : insert_after, fitness : -1.0
ID#14 : time : 184, Operation : insert_after, fitness : -1.0
ID#15 : time : 3, Operation : insert_after, fitness : -1.0
ID#16 : time : 887, Operation : delete, fitness : 0.984848484848
ID#17 : time : 161, Operation : replace, fitness : -1.0
ID#18 : time : 30, Operation : delete, fitness : -1.0
ID#19 : time : 165, Operation : replace, fitness : -1.0
ID#20 : time : 188, Operation : replace, fitness : -1.0
ID#21 : time : 185, Operation : replace, fitness : -1.0
ID#22 : time : 734, Operation : delete, fitness : 0.969696969697
ID#23 : time : 113, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 679, Operation : delete, fitness : 0.969696969697
ID#26 : time : 147, Operation : insert_after, fitness : -1.0
ID#27 : time : 1, Operation : insert_after, fitness : -1.0
ID#28 : time : 111, Operation : insert_after, fitness : -1.0
ID#29 : time : 108, Operation : delete, fitness : -1.0
ID#30 : time : 120, Operation : replace, fitness : -1.0
ID#31 : time : 95, Operation : replace, fitness : -1.0
ID#32 : time : 106, Operation : replace, fitness : -1.0
ID#33 : time : 120, Operation : insert_before, fitness : -1.0
ID#34 : time : 1, Operation : insert_after, fitness : -1.0
ID#35 : time : 32, Operation : delete, fitness : -1.0
ID#36 : time : 27, Operation : delete, fitness : -1.0
ID#37 : time : 37, Operation : delete, fitness : -1.0
ID#38 : time : 32, Operation : delete, fitness : -1.0
ID#39 : time : 185, Operation : replace, fitness : -1.0
ID#40 : time : 132, Operation : replace, fitness : -1.0
ID#41 : time : 1, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
ID#44 : time : 130, Operation : delete, fitness : -1.0
ID#45 : time : 118, Operation : insert_after, fitness : -1.0
ID#46 : time : 23, Operation : delete, fitness : -1.0
ID#47 : time : 1, Operation : insert_after, fitness : -1.0
ID#48 : time : 0, Operation : insert_after, fitness : -1.0
ID#49 : time : 117, Operation : insert_before, fitness : -1.0
ID#50 : time : 123, Operation : replace, fitness : -1.0
ID#51 : time : 121, Operation : replace, fitness : -1.0
ID#52 : time : 101, Operation : insert_before, fitness : -1.0
ID#53 : time : 131, Operation : replace, fitness : -1.0
ID#54 : time : 128, Operation : replace, fitness : -1.0
ID#55 : time : 181, Operation : insert_before, fitness : -1.0
ID#56 : time : 139, Operation : replace, fitness : -1.0
ID#57 : time : 22, Operation : delete, fitness : -1.0
ID#58 : time : 146, Operation : insert_before, fitness : -1.0
ID#59 : time : 1, Operation : insert_after, fitness : -1.0
ID#60 : time : 177, Operation : insert_before, fitness : -1.0
ID#61 : time : 881, Operation : replace, fitness : 0.984848484848
ID#62 : time : 113, Operation : delete, fitness : -1.0
ID#63 : time : 165, Operation : insert_before, fitness : -1.0
ID#64 : time : 158, Operation : insert_before, fitness : -1.0
ID#65 : time : 31, Operation : delete, fitness : -1.0
ID#66 : time : 27, Operation : delete, fitness : -1.0
ID#67 : time : 138, Operation : replace, fitness : -1.0
ID#68 : time : 1, Operation : insert_before, fitness : -1.0
ID#69 : time : 28, Operation : delete, fitness : -1.0
ID#70 : time : 123, Operation : replace, fitness : -1.0
ID#71 : time : 1305, Operation : insert_before, fitness : -1.0
ID#72 : time : 1163, Operation : insert_after, fitness : -1.0
