### OUTPUT ###
ID#1 : time : 715, Operation : delete, fitness : -1.0
ID#2 : time : 561, Operation : delete, fitness : -1.0
ID#3 : time : 479, Operation : replace, fitness : -1.0
ID#4 : time : 60, Operation : delete, fitness : -1.0
ID#5 : time : 8, Operation : insert_after, fitness : -1.0
ID#6 : time : 5, Operation : insert_before, fitness : -1.0
ID#7 : time : 292, Operation : insert_after, fitness : -1.0
ID#8 : time : 167, Operation : delete, fitness : -1.0
ID#9 : time : 258, Operation : delete, fitness : -1.0
ID#10 : time : 179, Operation : delete, fitness : -1.0
ID#11 : time : 246, Operation : insert_before, fitness : -1.0
ID#12 : time : 1080, Operation : delete, fitness : 0.939393939394
ID#13 : time : 127, Operation : insert_after, fitness : -1.0
ID#14 : time : 163, Operation : insert_after, fitness : -1.0
ID#15 : time : 1, Operation : insert_after, fitness : -1.0
ID#16 : time : 927, Operation : delete, fitness : 0.984848484848
ID#17 : time : 96, Operation : replace, fitness : -1.0
ID#18 : time : 18, Operation : delete, fitness : -1.0
ID#19 : time : 114, Operation : replace, fitness : -1.0
ID#20 : time : 101, Operation : replace, fitness : -1.0
ID#21 : time : 149, Operation : replace, fitness : -1.0
ID#22 : time : 694, Operation : delete, fitness : 0.969696969697
ID#23 : time : 136, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 513, Operation : delete, fitness : 0.969696969697
ID#26 : time : 160, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 156, Operation : insert_after, fitness : -1.0
ID#29 : time : 94, Operation : delete, fitness : -1.0
ID#30 : time : 120, Operation : replace, fitness : -1.0
ID#31 : time : 134, Operation : replace, fitness : -1.0
ID#32 : time : 119, Operation : replace, fitness : -1.0
ID#33 : time : 158, Operation : insert_before, fitness : -1.0
ID#34 : time : 1, Operation : insert_after, fitness : -1.0
ID#35 : time : 33, Operation : delete, fitness : -1.0
ID#36 : time : 39, Operation : delete, fitness : -1.0
ID#37 : time : 24, Operation : delete, fitness : -1.0
ID#38 : time : 25, Operation : delete, fitness : -1.0
ID#39 : time : 139, Operation : replace, fitness : -1.0
ID#40 : time : 141, Operation : replace, fitness : -1.0
ID#41 : time : 1, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
ID#44 : time : 154, Operation : delete, fitness : -1.0
ID#45 : time : 137, Operation : insert_after, fitness : -1.0
ID#46 : time : 18, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 1, Operation : insert_after, fitness : -1.0
ID#49 : time : 107, Operation : insert_before, fitness : -1.0
ID#50 : time : 110, Operation : replace, fitness : -1.0
ID#51 : time : 95, Operation : replace, fitness : -1.0
ID#52 : time : 84, Operation : insert_before, fitness : -1.0
ID#53 : time : 102, Operation : replace, fitness : -1.0
ID#54 : time : 135, Operation : replace, fitness : -1.0
ID#55 : time : 129, Operation : insert_before, fitness : -1.0
ID#56 : time : 132, Operation : replace, fitness : -1.0
ID#57 : time : 20, Operation : delete, fitness : -1.0
ID#58 : time : 110, Operation : insert_before, fitness : -1.0
ID#59 : time : 1, Operation : insert_after, fitness : -1.0
ID#60 : time : 112, Operation : insert_before, fitness : -1.0
ID#61 : time : 614, Operation : replace, fitness : 0.984848484848
ID#62 : time : 85, Operation : delete, fitness : -1.0
ID#63 : time : 100, Operation : insert_before, fitness : -1.0
ID#64 : time : 100, Operation : insert_before, fitness : -1.0
ID#65 : time : 20, Operation : delete, fitness : -1.0
ID#66 : time : 27, Operation : delete, fitness : -1.0
ID#67 : time : 102, Operation : replace, fitness : -1.0
ID#68 : time : 1, Operation : insert_before, fitness : -1.0
ID#69 : time : 20, Operation : delete, fitness : -1.0
ID#70 : time : 128, Operation : replace, fitness : -1.0
ID#71 : time : 905, Operation : insert_before, fitness : -1.0
ID#72 : time : 1157, Operation : insert_after, fitness : -1.0
ID#73 : time : 730, Operation : delete, fitness : -1.0
ID#74 : time : 888, Operation : replace, fitness : -1.0
ID#75 : time : 817, Operation : replace, fitness : -1.0
ID#76 : time : 806, Operation : delete, fitness : -1.0
ID#77 : time : 875, Operation : replace, fitness : -1.0
ID#78 : time : 1022, Operation : insert_before, fitness : -1.0
ID#79 : time : 967, Operation : replace, fitness : 0.969696969697
ID#80 : time : 737, Operation : delete, fitness : -1.0
ID#81 : time : 982, Operation : replace, fitness : 0.969696969697
ID#82 : time : 744, Operation : replace, fitness : -1.0
ID#83 : time : 650, Operation : delete, fitness : -1.0
ID#84 : time : 531, Operation : insert_before, fitness : -1.0
ID#85 : time : 712, Operation : insert_after, fitness : -1.0
ID#86 : time : 709, Operation : replace, fitness : -1.0
ID#87 : time : 603, Operation : delete, fitness : -1.0
ID#88 : time : 599, Operation : replace, fitness : -1.0
ID#89 : time : 649, Operation : delete, fitness : -1.0
ID#90 : time : 711, Operation : insert_after, fitness : -1.0
ID#91 : time : 718, Operation : insert_before, fitness : -1.0
ID#92 : time : 1050, Operation : replace, fitness : -1.0
ID#93 : time : 1036, Operation : replace, fitness : -1.0
