### OUTPUT ###
ID#1 : time : 413, Operation : delete, fitness : -1.0
ID#2 : time : 215, Operation : delete, fitness : -1.0
ID#3 : time : 256, Operation : replace, fitness : -1.0
ID#4 : time : 25, Operation : delete, fitness : -1.0
ID#5 : time : 3, Operation : insert_after, fitness : -1.0
ID#6 : time : 5, Operation : insert_before, fitness : -1.0
ID#7 : time : 182, Operation : insert_after, fitness : -1.0
ID#8 : time : 100, Operation : delete, fitness : -1.0
ID#9 : time : 94, Operation : delete, fitness : -1.0
ID#10 : time : 99, Operation : delete, fitness : -1.0
ID#11 : time : 167, Operation : insert_before, fitness : -1.0
ID#12 : time : 684, Operation : delete, fitness : 0.939393939394
ID#13 : time : 80, Operation : insert_after, fitness : -1.0
ID#14 : time : 86, Operation : insert_after, fitness : -1.0
ID#15 : time : 0, Operation : insert_after, fitness : -1.0
ID#16 : time : 461, Operation : delete, fitness : 0.984848484848
ID#17 : time : 72, Operation : replace, fitness : -1.0
ID#18 : time : 13, Operation : delete, fitness : -1.0
ID#19 : time : 79, Operation : replace, fitness : -1.0
ID#20 : time : 80, Operation : replace, fitness : -1.0
ID#21 : time : 87, Operation : replace, fitness : -1.0
ID#22 : time : 452, Operation : delete, fitness : 0.969696969697
ID#23 : time : 74, Operation : replace, fitness : -1.0
ID#24 : time : 0, Operation : insert_after, fitness : -1.0
ID#25 : time : 388, Operation : delete, fitness : 0.969696969697
ID#26 : time : 89, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 91, Operation : insert_after, fitness : -1.0
ID#29 : time : 72, Operation : delete, fitness : -1.0
ID#30 : time : 95, Operation : replace, fitness : -1.0
ID#31 : time : 75, Operation : replace, fitness : -1.0
ID#32 : time : 121, Operation : replace, fitness : -1.0
ID#33 : time : 80, Operation : insert_before, fitness : -1.0
ID#34 : time : 0, Operation : insert_after, fitness : -1.0
ID#35 : time : 14, Operation : delete, fitness : -1.0
ID#36 : time : 15, Operation : delete, fitness : -1.0
ID#37 : time : 15, Operation : delete, fitness : -1.0
ID#38 : time : 14, Operation : delete, fitness : -1.0
ID#39 : time : 68, Operation : replace, fitness : -1.0
ID#40 : time : 72, Operation : replace, fitness : -1.0
ID#41 : time : 0, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
ID#44 : time : 75, Operation : delete, fitness : -1.0
ID#45 : time : 66, Operation : insert_after, fitness : -1.0
ID#46 : time : 30, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 0, Operation : insert_after, fitness : -1.0
ID#49 : time : 62, Operation : insert_before, fitness : -1.0
ID#50 : time : 62, Operation : replace, fitness : -1.0
ID#51 : time : 68, Operation : replace, fitness : -1.0
ID#52 : time : 63, Operation : insert_before, fitness : -1.0
ID#53 : time : 79, Operation : replace, fitness : -1.0
