### OUTPUT ###
ID#1 : time : 431, Operation : delete, fitness : -1.0
ID#2 : time : 210, Operation : delete, fitness : -1.0
ID#3 : time : 255, Operation : replace, fitness : -1.0
ID#4 : time : 42, Operation : delete, fitness : -1.0
ID#5 : time : 8, Operation : insert_after, fitness : -1.0
ID#6 : time : 3, Operation : insert_before, fitness : -1.0
ID#7 : time : 158, Operation : insert_after, fitness : -1.0
ID#8 : time : 127, Operation : delete, fitness : -1.0
ID#9 : time : 102, Operation : delete, fitness : -1.0
ID#10 : time : 111, Operation : delete, fitness : -1.0
ID#11 : time : 116, Operation : insert_before, fitness : -1.0
ID#12 : time : 673, Operation : delete, fitness : 0.939393939394
ID#13 : time : 97, Operation : insert_after, fitness : -1.0
ID#14 : time : 124, Operation : insert_after, fitness : -1.0
ID#15 : time : 1, Operation : insert_after, fitness : -1.0
ID#16 : time : 462, Operation : delete, fitness : 0.984848484848
ID#17 : time : 97, Operation : replace, fitness : -1.0
ID#18 : time : 19, Operation : delete, fitness : -1.0
ID#19 : time : 120, Operation : replace, fitness : -1.0
ID#20 : time : 72, Operation : replace, fitness : -1.0
ID#21 : time : 82, Operation : replace, fitness : -1.0
ID#22 : time : 488, Operation : delete, fitness : 0.969696969697
ID#23 : time : 78, Operation : replace, fitness : -1.0
ID#24 : time : 0, Operation : insert_after, fitness : -1.0
ID#25 : time : 368, Operation : delete, fitness : 0.969696969697
ID#26 : time : 55, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 55, Operation : insert_after, fitness : -1.0
ID#29 : time : 76, Operation : delete, fitness : -1.0
ID#30 : time : 63, Operation : replace, fitness : -1.0
ID#31 : time : 60, Operation : replace, fitness : -1.0
ID#32 : time : 59, Operation : replace, fitness : -1.0
ID#33 : time : 61, Operation : insert_before, fitness : -1.0
ID#34 : time : 0, Operation : insert_after, fitness : -1.0
ID#35 : time : 11, Operation : delete, fitness : -1.0
ID#36 : time : 13, Operation : delete, fitness : -1.0
ID#37 : time : 13, Operation : delete, fitness : -1.0
ID#38 : time : 11, Operation : delete, fitness : -1.0
ID#39 : time : 57, Operation : replace, fitness : -1.0
ID#40 : time : 57, Operation : replace, fitness : -1.0
ID#41 : time : 0, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
ID#44 : time : 56, Operation : delete, fitness : -1.0
ID#45 : time : 55, Operation : insert_after, fitness : -1.0
ID#46 : time : 10, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 0, Operation : insert_after, fitness : -1.0
ID#49 : time : 50, Operation : insert_before, fitness : -1.0
ID#50 : time : 59, Operation : replace, fitness : -1.0
ID#51 : time : 57, Operation : replace, fitness : -1.0
ID#52 : time : 71, Operation : insert_before, fitness : -1.0
ID#53 : time : 91, Operation : replace, fitness : -1.0
ID#54 : time : 82, Operation : replace, fitness : -1.0
ID#55 : time : 79, Operation : insert_before, fitness : -1.0
ID#56 : time : 68, Operation : replace, fitness : -1.0
ID#57 : time : 11, Operation : delete, fitness : -1.0
ID#58 : time : 64, Operation : insert_before, fitness : -1.0
ID#59 : time : 0, Operation : insert_after, fitness : -1.0
ID#60 : time : 58, Operation : insert_before, fitness : -1.0
ID#61 : time : 505, Operation : replace, fitness : 0.984848484848
ID#62 : time : 42, Operation : delete, fitness : -1.0
ID#63 : time : 78, Operation : insert_before, fitness : -1.0
ID#64 : time : 82, Operation : insert_before, fitness : -1.0
ID#65 : time : 14, Operation : delete, fitness : -1.0
ID#66 : time : 13, Operation : delete, fitness : -1.0
ID#67 : time : 59, Operation : replace, fitness : -1.0
ID#68 : time : 0, Operation : insert_before, fitness : -1.0
ID#69 : time : 11, Operation : delete, fitness : -1.0
ID#70 : time : 50, Operation : replace, fitness : -1.0
ID#71 : time : 667, Operation : insert_before, fitness : -1.0
ID#72 : time : 588, Operation : insert_after, fitness : -1.0
ID#73 : time : 486, Operation : delete, fitness : -1.0
ID#74 : time : 610, Operation : replace, fitness : -1.0
ID#75 : time : 549, Operation : replace, fitness : -1.0
ID#76 : time : 549, Operation : delete, fitness : -1.0
ID#77 : time : 571, Operation : replace, fitness : -1.0
ID#78 : time : 543, Operation : insert_before, fitness : -1.0
ID#79 : time : 828, Operation : replace, fitness : 0.969696969697
ID#80 : time : 585, Operation : delete, fitness : -1.0
ID#81 : time : 725, Operation : replace, fitness : 0.969696969697
ID#82 : time : 592, Operation : replace, fitness : -1.0
ID#83 : time : 535, Operation : delete, fitness : -1.0
ID#84 : time : 382, Operation : insert_before, fitness : -1.0
ID#85 : time : 582, Operation : insert_after, fitness : -1.0
ID#86 : time : 595, Operation : replace, fitness : -1.0
ID#87 : time : 453, Operation : delete, fitness : -1.0
ID#88 : time : 510, Operation : replace, fitness : -1.0
ID#89 : time : 533, Operation : delete, fitness : -1.0
ID#90 : time : 501, Operation : insert_after, fitness : -1.0
ID#91 : time : 502, Operation : insert_before, fitness : -1.0
ID#92 : time : 541, Operation : replace, fitness : -1.0
ID#93 : time : 534, Operation : replace, fitness : -1.0
ID#94 : time : 585, Operation : replace, fitness : -1.0
ID#95 : time : 102, Operation : replace, fitness : -1.0
ID#96 : time : 590, Operation : delete, fitness : -1.0
ID#97 : time : 475, Operation : delete, fitness : -1.0
ID#98 : time : 461, Operation : replace, fitness : -1.0
ID#99 : time : 541, Operation : replace, fitness : -1.0
ID#100 : time : 476, Operation : insert_before, fitness : -1.0
ID#101 : time : 13, Operation : delete, fitness : -1.0
ID#102 : time : 542, Operation : insert_after, fitness : -1.0
ID#103 : time : 542, Operation : insert_after, fitness : -1.0
ID#104 : time : 394, Operation : delete, fitness : -1.0
ID#105 : time : 565, Operation : replace, fitness : -1.0
