### OUTPUT ###
ID#1 : time : 365, Operation : delete, fitness : -1.0
ID#2 : time : 216, Operation : delete, fitness : -1.0
ID#3 : time : 206, Operation : replace, fitness : -1.0
ID#4 : time : 33, Operation : delete, fitness : -1.0
ID#5 : time : 3, Operation : insert_after, fitness : -1.0
ID#6 : time : 2, Operation : insert_before, fitness : -1.0
ID#7 : time : 141, Operation : insert_after, fitness : -1.0
ID#8 : time : 167, Operation : delete, fitness : -1.0
ID#9 : time : 110, Operation : delete, fitness : -1.0
ID#10 : time : 127, Operation : delete, fitness : -1.0
ID#11 : time : 158, Operation : insert_before, fitness : -1.0
ID#12 : time : 818, Operation : delete, fitness : 0.939393939394
ID#13 : time : 83, Operation : insert_after, fitness : -1.0
ID#14 : time : 112, Operation : insert_after, fitness : -1.0
ID#15 : time : 1, Operation : insert_after, fitness : -1.0
ID#16 : time : 489, Operation : delete, fitness : 0.984848484848
ID#17 : time : 110, Operation : replace, fitness : -1.0
ID#18 : time : 22, Operation : delete, fitness : -1.0
ID#19 : time : 90, Operation : replace, fitness : -1.0
ID#20 : time : 80, Operation : replace, fitness : -1.0
ID#21 : time : 100, Operation : replace, fitness : -1.0
ID#22 : time : 461, Operation : delete, fitness : 0.969696969697
ID#23 : time : 108, Operation : replace, fitness : -1.0
ID#24 : time : 1, Operation : insert_after, fitness : -1.0
ID#25 : time : 568, Operation : delete, fitness : 0.969696969697
ID#26 : time : 108, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 103, Operation : insert_after, fitness : -1.0
ID#29 : time : 96, Operation : delete, fitness : -1.0
ID#30 : time : 93, Operation : replace, fitness : -1.0
ID#31 : time : 86, Operation : replace, fitness : -1.0
ID#32 : time : 79, Operation : replace, fitness : -1.0
ID#33 : time : 97, Operation : insert_before, fitness : -1.0
ID#34 : time : 1, Operation : insert_after, fitness : -1.0
ID#35 : time : 19, Operation : delete, fitness : -1.0
ID#36 : time : 17, Operation : delete, fitness : -1.0
ID#37 : time : 17, Operation : delete, fitness : -1.0
ID#38 : time : 15, Operation : delete, fitness : -1.0
ID#39 : time : 85, Operation : replace, fitness : -1.0
ID#40 : time : 82, Operation : replace, fitness : -1.0
ID#41 : time : 0, Operation : insert_before, fitness : -1.0
ID#42 : time : 0, Operation : insert_before, fitness : -1.0
ID#43 : time : 0, Operation : insert_before, fitness : -1.0
ID#44 : time : 78, Operation : delete, fitness : -1.0
ID#45 : time : 76, Operation : insert_after, fitness : -1.0
ID#46 : time : 11, Operation : delete, fitness : -1.0
ID#47 : time : 0, Operation : insert_after, fitness : -1.0
ID#48 : time : 0, Operation : insert_after, fitness : -1.0
ID#49 : time : 54, Operation : insert_before, fitness : -1.0
ID#50 : time : 57, Operation : replace, fitness : -1.0
ID#51 : time : 84, Operation : replace, fitness : -1.0
ID#52 : time : 55, Operation : insert_before, fitness : -1.0
ID#53 : time : 61, Operation : replace, fitness : -1.0
ID#54 : time : 71, Operation : replace, fitness : -1.0
ID#55 : time : 67, Operation : insert_before, fitness : -1.0
ID#56 : time : 58, Operation : replace, fitness : -1.0
ID#57 : time : 15, Operation : delete, fitness : -1.0
ID#58 : time : 82, Operation : insert_before, fitness : -1.0
ID#59 : time : 0, Operation : insert_after, fitness : -1.0
ID#60 : time : 53, Operation : insert_before, fitness : -1.0
ID#61 : time : 268, Operation : replace, fitness : 0.984848484848
ID#62 : time : 42, Operation : delete, fitness : -1.0
ID#63 : time : 63, Operation : insert_before, fitness : -1.0
ID#64 : time : 82, Operation : insert_before, fitness : -1.0
