### OUTPUT ###
ID#1 : time : 470, Operation : delete, fitness : -1.0
ID#2 : time : 335, Operation : delete, fitness : -1.0
ID#3 : time : 292, Operation : replace, fitness : -1.0
ID#4 : time : 22, Operation : delete, fitness : -1.0
ID#5 : time : 9, Operation : insert_after, fitness : -1.0
ID#6 : time : 2, Operation : insert_before, fitness : -1.0
ID#7 : time : 218, Operation : insert_after, fitness : -1.0
ID#8 : time : 151, Operation : delete, fitness : -1.0
ID#9 : time : 150, Operation : delete, fitness : -1.0
ID#10 : time : 125, Operation : delete, fitness : -1.0
ID#11 : time : 178, Operation : insert_before, fitness : -1.0
ID#12 : time : 910, Operation : delete, fitness : 0.939393939394
ID#13 : time : 86, Operation : insert_after, fitness : -1.0
ID#14 : time : 101, Operation : insert_after, fitness : -1.0
ID#15 : time : 0, Operation : insert_after, fitness : -1.0
ID#16 : time : 552, Operation : delete, fitness : 0.984848484848
ID#17 : time : 92, Operation : replace, fitness : -1.0
ID#18 : time : 17, Operation : delete, fitness : -1.0
ID#19 : time : 114, Operation : replace, fitness : -1.0
ID#20 : time : 98, Operation : replace, fitness : -1.0
ID#21 : time : 93, Operation : replace, fitness : -1.0
ID#22 : time : 470, Operation : delete, fitness : 0.969696969697
ID#23 : time : 92, Operation : replace, fitness : -1.0
ID#24 : time : 0, Operation : insert_after, fitness : -1.0
ID#25 : time : 423, Operation : delete, fitness : 0.969696969697
ID#26 : time : 86, Operation : insert_after, fitness : -1.0
ID#27 : time : 0, Operation : insert_after, fitness : -1.0
ID#28 : time : 78, Operation : insert_after, fitness : -1.0
ID#29 : time : 75, Operation : delete, fitness : -1.0
ID#30 : time : 81, Operation : replace, fitness : -1.0
ID#31 : time : 90, Operation : replace, fitness : -1.0
ID#32 : time : 84, Operation : replace, fitness : -1.0
ID#33 : time : 96, Operation : insert_before, fitness : -1.0
ID#34 : time : 0, Operation : insert_after, fitness : -1.0
ID#35 : time : 16, Operation : delete, fitness : -1.0
ID#36 : time : 17, Operation : delete, fitness : -1.0
ID#37 : time : 21, Operation : delete, fitness : -1.0
